guid,name,city,state,avgStars,long,lat,open,reviewCnt
VNLiEBJyt7UfB1mI9puITg,Wildflower Bread Company,Scottsdale,AZ,4.0,-111.8910057,33.6277306,true,5
aQislj2JFoGgSIgHwYQnJg,Apple Dumpling Cafe,Mesa,AZ,2.0,-111.763318,33.380136,false,3
_7EJtWjOjZsBUNRvzw-_Xg,Johnny Rockets,Glendale,AZ,2.5,-112.260360717773,33.5385330716233,true,16
PwlqT9PpJ-zJs5R271pAmA,Car Repair Company,Scottsdale,AZ,4.5,-111.926886,33.481143,true,4
i9LWPgDrCRaHfXpSk4TjUQ,Associated Internists of Ahwatukee,Phoenix,AZ,2.5,-111.9863512,33.3030372,true,7
auA1XPJiZ8ZjSaGNffQrbQ,Williams-Sonoma Inc,Scottsdale,AZ,4.0,-111.9296765,33.5025941,true,3
POeD16f2dqnQTO3vYZ0JKg,Aji Mobile Foods,Avondale,AZ,4.0,-112.3199449,33.4640182,true,4
x8I3XYa6CbI9REIJpDFtQA,Dave's Dog House,Tempe,AZ,4.0,-111.9357269,33.418332,true,33
uEJQSIjWui-TDWXaGlcqyQ,Lo-Lo's Chicken & Waffles,Scottsdale,AZ,4.0,-111.9259092,33.4787939,true,357
GycLiBnkvbG8WbkRFvJkcg,Sunwest Dental Centers,Tempe,AZ,3.5,-111.9054559,33.3787589,true,3
9-D3waqHCrv5a1Clog8YJg,Arizona's Pet Stylist,Chandler,AZ,5.0,-111.8210866,33.2664407,true,4
VO13q-11lh7St1gd7JPI3Q,Grand Lux Cafe,Scottsdale,AZ,3.5,-111.9296765,33.5025941,true,99
_wSjXbRK5TffUEkwpbD9GQ,Monaco Nails,Goodyear,AZ,3.0,-112.364213,33.484439,true,4
_lZTISCRAM2CzWj9vzifBg,Fletcher Heights Chiropractic,Peoria,AZ,5.0,-112.237787,33.673033,true,3
2gBKQ-epOTPMNvXoGyyVbQ,China King,Casa Grande,AZ,3.0,-111.74778,32.87808,true,4
KUuJuEudXr__j_BHYXBNYQ,Sonic Drive-In,Avondale,AZ,2.5,-112.349511,33.4413816,true,3
dfb-vYUE3l6CQjvC3rbu7g,Lesco Optique,Scottsdale,AZ,5.0,-111.925588,33.475302,true,8
2IWCmtpNVvu1h0UEc4S5DQ,Yoga Pura,Phoenix,AZ,4.0,-112.066286,33.627028,true,14
ITcg0ABneVKWREfzx7v7Og,St George Antiochian Orthodox Church,Phoenix,AZ,4.5,-111.983829,33.580029,true,3
dBYmZ_HzQg61iZ7oeSHPiQ,Sherwin Optical,Phoenix,AZ,3.5,-112.103641,33.524841,true,3
niwDrCLIqi3qvYzD-8VL1A,Nathans Famous Hotdogs,Tempe,AZ,2.0,-111.964485,33.383123,true,3
SC2r5q8cVXxClDqgqLpIUw,Amados Mexican Food,Mesa,AZ,4.0,-111.8587764,33.3652366,true,12
65SwPmA-SY73nMKGDCEwxw,A-Professional Locks,Chandler,AZ,5.0,-111.8588066,33.3211614,true,5
WSIr2hliGiJKaYQdODBbDQ,AMI Diamond & Jewelry,Phoenix,AZ,5.0,-111.9813729,33.5989116,true,6
sMO71vGV8wkKujOle3-v7g,Famous Dave's,Peoria,AZ,4.0,-112.235873,33.633835,true,63
_TOy0-P-UMA1_mpL-lPgxw,Streamers Ice Cream Parlor and Grill,Gilbert,AZ,4.5,-111.7922733,33.3299681,false,4
zCHIbc_PhZqLdkcKFWSlmw,Children's Angel Foundation Thrift & Boutique,Phoenix,AZ,3.0,-112.0477166,33.5051343,false,5
j6VY9UwaQCiEWfQtNyEouQ,Panaderia Y Tortilleria,Phoenix,AZ,4.0,-112.012297,33.479588,true,3
ugzBjxLS8wchZcASnHJO2g,McDonald's,Phoenix,AZ,3.5,-112.133603,33.581488,true,3
MbDtKISriDxNRuhEoL4ptQ,City of Grace,Scottsdale,AZ,5.0,-111.873734,33.597197,true,4
CBkGxR3tZjR91bmI0gUuBQ,Shanghai Grill,Peoria,AZ,4.0,-112.253795,33.6526471,true,18
GMDSE-m3yP0uCPfgkd8QSg,24 Hour Fitness,Chandler,AZ,3.0,-111.8413364,33.2854679,true,15
2T36c1mym1zG5dOa1fWNoQ,Popcornopolis,Chandler,AZ,4.5,-111.897967,33.3022462,true,8
6GjP-FRibXc-I4YrsIYxew,Taco Bell,Scottsdale,AZ,4.0,-111.889625787735,33.6294318516418,true,4
d7_jkx0VPx3uHsUl18iHMQ,Hegel Yoga,Tempe,AZ,5.0,-111.944758,33.369969,true,19
IfCZxeFnC0CND83jpdG-7g,Fry's,Scottsdale,AZ,3.0,-111.950518,33.480732,true,4
8FNO4D3eozpIjj0k3q5Zbg,Deer Valley Airport Restaurant,Phoenix,AZ,2.5,-112.085953,33.684175,true,27
2wfJYEPRyc-JkH3wFEv3IQ,Az Tex Hats Inc,Scottsdale,AZ,3.5,-111.9259889,33.4927274,true,3
y7zVwjkzHMJsOi9wXSrFXg,LensCrafters,Tempe,AZ,4.0,-111.964558,33.3852846,true,5
8-1ExFcyxhO3xNPPttmsLw,Gilbert Ortega Galleries,Scottsdale,AZ,3.5,-111.9260016,33.4933233,true,7
HEGchX-2DdAhHL5ax0gMgw,Starbucks Coffee,Goodyear,AZ,4.0,-112.3579932,33.4615009,true,7
VNJMoQAzJFWBYclBOSDPOA,Country Kitchen,Surprise,AZ,3.0,-112.358997,33.608919,true,17
4F9cOLQUpVB_7H8IksKcNA,Bashas',Tempe,AZ,3.0,-111.907936,33.394647,false,5
gfhO1Q1c7QCigu7waVpeSg,Pollack Tempe Cinemas,Tempe,AZ,4.0,-111.9100097,33.3490394,true,66
qkhzmBKShH9QQwh16hMxQw,JB's Restaurant,Phoenix,AZ,4.0,-112.1363998,33.5530902,true,8
6SrnBN_TNk39Ahzfxs3XvA,Great Clips For Hair,Glendale,AZ,3.5,-112.202473,33.710671,true,3
OC9wyManFWVDMd89yooYvg,Atomic Comics,Phoenix,AZ,2.5,-112.1212,33.5787125,false,6
wmuYTDs5kVaPRdFjKGtk_w,Country Boys Restaurants,Phoenix,AZ,2.5,-112.109379,33.509839,true,6
VrqEeynr7KqucvEjpz8w_g,Carrabba's Italian Grill,Gilbert,AZ,3.5,-111.7435648,33.3014001,true,29
Epw24kOK4s9kvnf9I6XoCA,Milano Music,Mesa,AZ,4.0,-111.832933,33.415469,true,19
dSQh1Hx2BiSrYog4ad740A,Starbucks Coffee,Phoenix,AZ,4.0,-112.069119,33.511391,true,22
W1yep4yDSoLbDFIL4Avz5w,Veneto Trattoria,Scottsdale,AZ,4.0,-111.9246221,33.52681,true,60
_FDCautNaIHb-8n1pR2Hlg,Holiday Inn Phnx/Tempe-Asu,Tempe,AZ,2.5,-111.925686,33.413696,true,3
ASsdxZQCYX39MwkNazB8bA,Mesa Convention Center-Mesa Centennial Center,Mesa,AZ,4.0,-111.8449346,33.4329528,true,3
fNi9qUvM4G4MtjsFgUI7Qg,In Season Deli,Tempe,AZ,4.0,-111.940346,33.425938,false,26
_BhzcKojv1gjdRINe3Gkig,Morton's The Steakhouse,Phoenix,AZ,4.0,-112.0273984,33.5093706,false,27
24XXd1EuvUswXG--qS5U5g,Pavilion 76,Scottsdale,AZ,4.0,-111.8860018,33.5385767,true,4
XxE8YV18K6Cb7uvQLN3XZQ,Georges Gyros,Mesa,AZ,4.0,-111.8393707,33.419866,true,42
chQMtE0iF9CHr8T-ahkrKQ,Aside of Heart,Phoenix,AZ,3.5,-112.067113,33.457788,true,8
jzwQYISIeNWnZTP4eN3cAQ,Dynasty Iron Doors,Mesa,AZ,2.0,-111.728408,33.446727,true,4
9KWa4gOWYmkzDJjwBlenUg,DC Ranch Village Health Club and Spa,Scottsdale,AZ,5.0,-111.8660594,33.6561934,true,20
WnmNF1mNOcbcheVpTv7ucA,Musical Instrument Museum,Phoenix,AZ,4.5,-111.978514194489,33.667728999304,true,134
FALYFv-KuziGr3D52qmeHg,Nachobot,Phoenix,AZ,3.5,-112.067834,33.458066,true,26
bEQjf7c-9qkNWgXvriSGZw,Wonderful Wanda's,Chandler,AZ,3.5,-111.951499,33.304845,true,24
RnUemTgfTTCU01Xn2Tc5qQ,Sun Devil Liquors,Mesa,AZ,4.5,-111.839576,33.42032,true,44
QIP6aoXCKulX_M8h-RBhNA,Aliberto's,Mesa,AZ,3.0,-111.838789,33.422098,true,3
3X081wewB-J5tIMO_aOPnA,Black Angus Steakhouse,Goodyear,AZ,3.5,-112.355064,33.464864,true,12
Oz1w_3Ck8lalmtxPcQMOIA,Eba Cafe,Tempe,AZ,4.5,-111.952872,33.407724,false,26
QbqJEXdngh_9fwqVTI0CJQ,Patsy Grimaldi's Pizzeria,Chandler,AZ,4.0,-111.860733,33.261657,true,91
Tgdm-axmrB6zd7IhDmyMqA,Sonora Quest Laboratories,Phoenix,AZ,2.5,-112.099055,33.535862,true,3
TlhwHtKT9xe321H9Axl06g,Whataburger Restaurants,Glendale,AZ,4.0,-112.1512297,33.6398116,true,13
44F_ToZqKYlP1aPY769RNg,King Nails,Phoenix,AZ,3.5,-112.132618,33.655256,true,3
6j4hcNnLcDSWBwAdCi1mMQ,Cafe La Bella,Phoenix,AZ,3.0,-112.0649071,33.4770399,false,5
Br9FiIMtRqD2rtKgtR88sA,Mountain View Christian Preschool,Phoenix,AZ,5.0,-112.0183442,33.5023656,true,3
b_-1rrImZ7Nqjh0YV6JTfA,Dog Days,Tempe,AZ,4.5,-111.941105,33.361505,true,5
UbQNydRclNmwephwsTzJtg,Papago Riding Stable,Tempe,AZ,5.0,-111.930275,33.435248,true,4
uy1Ek9LC3uDGH-DHtGx00Q,Sonic Drive-In,Glendale,AZ,3.5,-112.170152,33.581443,true,4
NLMGmL27O1H-Vr-HnYQJ1Q,Bombshells Cabaret Gentlemen's Club,Phoenix,AZ,2.5,-111.986064,33.480699,true,5
fRV_jh8IxvGh0jY5dT91Rw,Sprouts Farmers Markets,Peoria,AZ,4.0,-112.239247,33.6088949,true,20
0le8kj4gIHe9aZ1NfS2_Ag,Burger King,Mesa,AZ,2.0,-111.684228,33.384081,true,5
TehSM5JrMRikSnjnnfulbw,Tonto Bar & Grill,Cave Creek,AZ,4.0,-111.9583011,33.8321704,true,54
iSZFjTt2JOpow9PdKQeR0g,Homewood Suites by Hilton Chandler Fashion Center,Chandler,AZ,4.0,-111.88743,33.287221,true,5
N_6bV3c3JagKW7sD3X9ldA,Original Hamburger Works,Phoenix,AZ,4.0,-112.091191,33.4798163,true,111
Pju_pKfvEnUYV9wMVNsacg,Grady's,Phoenix,AZ,4.5,-112.099237,33.5937119,false,18
JsanjIgKkl_b6kc4qWC55Q,Delhi Palace Cuisine of India,Tempe,AZ,4.0,-111.924806,33.42135,true,68
4OWm9VK8m4mLGdyfyywyBQ,Gap,Chandler,AZ,4.0,-111.897967,33.3022462,true,4
eM0BAZ57RDHdhvXc72O8Pg,Just Sports,Glendale,AZ,3.0,-112.261016,33.535088,true,3
m4VY93kQDJsXoDrCfnoZZA,Ulta 3 Cosmetics,Scottsdale,AZ,3.0,-111.8869336,33.5384293,true,7
5JZER3cOJqDLzw_vGpsODg,Arizona Cold Air,Mesa,AZ,5.0,-111.8522824,33.4103413,true,3
0sML_PZTH3aQcXi5bkyLZA,Kohl's Department Stores,Phoenix,AZ,4.0,-111.9746066,33.678615,true,12
wJGJt3NPaHvE-GMIeN-H5Q,Jack In the Box,Phoenix,AZ,3.0,-112.1063599,33.6834952,true,6
u9kl0iwI7Ziu2GV3IIEPyg,Crosswinds Animal Clinic,Gilbert,AZ,5.0,-111.7896301,33.3750117,true,6
T_d9GB_p0ajNTVEZ2CMmrw,Pick Up Stix,Chandler,AZ,3.0,-111.911648,33.321266,false,4
5cA0fBYsNagnDot1AATykA,Hanzys Seafood,Queen Creek,AZ,4.5,-111.6341365,33.2504097,true,4
KuvulkmTnvg_aGY4c5tbgg,Half Price Books Records Magazines,Phoenix,AZ,3.5,-112.03645,33.509497,true,23
Mh04jeZN1kKfS_u3JU-I_w,Posh Pet Boutique and SPAw,Scottsdale,AZ,4.0,-111.890323162079,33.6968334307204,true,4
sGc0p_EuJzgm-Q3Mjb0jVw,West Chandler Bark Park,Chandler,AZ,2.5,-111.948865,33.295555,true,4
KRZKl_NCQ1cMD1AJpWDTwQ,Coulter Motor Company Service & Parts,Tempe,AZ,4.5,-111.9692411,33.346579,true,3
FZbOTO_WU10O3YEi60kahw,Famous Ray's Pizza,Phoenix,AZ,1.5,-111.9798909,33.7977694,true,4
_yPLHvbeRcFazrUusCNHKA,C & C Coin and Stamp,Phoenix,AZ,5.0,-112.0304322,33.4878314,true,3
JR95uaM82xBUIZ-kQ785iA,Bar Bianco,Phoenix,AZ,4.0,-112.0659413,33.4493749,true,45
M_GFrB5jq323JAIh9aU0Bw,The Fat Burrito,Gilbert,AZ,2.5,-111.825118,33.366193,false,7
3Gsex5Dyhnoul9l_914MGQ,Rays Pizza,Phoenix,AZ,3.5,-112.1142778,33.7110102,true,29
f-guUfaaHODULd2XB2WtBw,Kales Collision Centers,Mesa,AZ,5.0,-111.8575439,33.4097819,true,3
ECtNex6ZbLy6vJahpP_pgw,Paul G Studio,Scottsdale,AZ,5.0,-111.928103,33.493753,true,5
FtIZP3Jt-sri23CO84C4gw,White Lion Tea,Scottsdale,AZ,5.0,-111.914543,33.63047,true,3
Qb0n61e_lsMmFuwwktjmjw,Franks A Lot,Phoenix,AZ,3.5,-111.9953159,33.4485548,true,12
gb-k4Z17XxuPkUmsevwBYg,Angel Sweet Gelato,Mesa,AZ,4.5,-111.8677129,33.434102,true,35
4YX4ZtUqs6xtcc4AdjbpeQ,Circle K Stores Inc,Goodyear,AZ,2.0,-112.357992,33.449921,true,3
m3u8wtUHORnLlB-Wl84Fzg,Jimmy John's,Chandler,AZ,4.0,-111.968845,33.316694,true,20
J8mGEhhQGVWqxJVijiHQ0g,Greenway Grill & Deli,Scottsdale,AZ,4.0,-111.910674975519,33.6258545590971,true,5
27hfvE5DcOY3J1-MWbTU9Q,Streets of New York,Scottsdale,AZ,3.5,-111.9360779,33.4803674,true,13
GwNw2geUXjn-w4hxKjTVvQ,Torrid,Phoenix,AZ,4.0,-112.1246893,33.5736474,true,7
atIp_n45JaHeY86-Gd4Xxg,Pleasant Nails,Tempe,AZ,3.5,-111.910575866699,33.4079742431641,true,3
L4wWnOQM5HAjj7Tjh_Nh6Q,Tea Time,Scottsdale,AZ,4.5,-111.929223,33.497568,true,10
97AFYADGuOJX-mx8YPFZpg,Grandma's Kitchen,Mesa,AZ,3.0,-111.8400473,33.4149566,true,23
mxrXVZWc6PWk81gvOVNOUw,Roaring Fork,Scottsdale,AZ,4.0,-111.927080154419,33.5086952779617,true,293
5nrEG6lFlKfr-OluekbsTw,Dara Thai,Anthem,AZ,4.0,-112.137740850449,33.8645537841385,true,36
91IWybAX774ZiXzQYhRtcQ,Bacchus Wine Made Simple,Scottsdale,AZ,4.5,-111.9293766,33.622874,false,8
ta_k1SjJVQJeUuDIJSs4CQ,Tourneau,Scottsdale,AZ,4.5,-111.9296765,33.5025941,true,3
HbzAtY5PD6rMifst65PzQg,On The Border Mexican Grill & Cantina,Phoenix,AZ,2.5,-111.9746066,33.678615,false,4
n-Q7d10K0h6PyNewmiHLyg,Phoenix Municipal Stadium,Phoenix,AZ,3.5,-111.954417,33.449186,true,39
KGX7O-_WqOIy9o7u9NOa9A,Sonora Mesquite Grill,Phoenix,AZ,4.5,-111.9825532,33.480203,false,163
knLSows1coxal0jKtFGl8Q,Alexis Family Restaurant,Phoenix,AZ,3.0,-112.1000439,33.6545567,true,15
jkNMvDsQ5IqyACelUHdduA,Park 'n Swap,Phoenix,AZ,3.0,-111.997989,33.447654,true,7
JRwi26gv3IxoXoRY8gIQ4A,Starbucks Coffee Co,Goodyear,AZ,4.0,-112.341184,33.465104,true,9
55lp5zSKItLHdCDFVXqYew,Airparamo,Maricopa,AZ,4.5,-111.927217,32.983623,true,3
IDPhqF84JUB7UWV8YGw76g,Yogurt Mart,Phoenix,AZ,2.0,-112.0097908,33.5825896,true,7
tVPu9d9mtKu2EpwdhmqNgA,Arizona Derby Dames,Phoenix,AZ,4.5,-112.0893682,33.4462721,true,14
cUaaIk_3UdeSJ54CLvrW8A,Slices Pizza,Tempe,AZ,3.5,-111.9398364,33.4243474,true,60
sa-CgzlC0m5xrspvBbz6xA,YC'S Mongolian Grill,Chandler,AZ,4.0,-111.791167259216,33.2795972846121,true,18
MIoY6xh7GAYFiw2tqiXOSw,Rosati's Pizza,Maricopa,AZ,2.5,-112.047367,33.069503,true,5
gIIZfrFSf3S4fJ_w-7HqUQ,Crosswoods Indoor Golf,Chandler,AZ,3.5,-111.9484225,33.3060571,false,3
iuNFLECW_VOhobM8QO9UCQ,Boudoir Bliss,Scottsdale,AZ,5.0,-111.9194323,33.5021153,true,3
vxPPpj5jJKO8DtapF5S-NQ,Salvadoreno Restaurant,Mesa,AZ,4.0,-111.823336,33.392497,true,36
CKRALj772nYFBl2ePF6lpw,Plaza de Anaya World Fusion Studio,Tempe,AZ,5.0,-111.9470154,33.4076118,true,6
nXyxu-rRUtEkd2No0359Og,K-May Donuts and Bagels,Peoria,AZ,5.0,-112.2353687,33.5774693,true,5
QXzLBOEhc50cm9Mo2MjBAw,Island Dental,Gilbert,AZ,3.5,-111.821864,33.347967,true,3
F7QU8xym1oYgYRjT97R1wg,Kelly Clark Automotive Specialists North\, LLC,Phoenix,AZ,4.0,-111.992554,33.640119,true,9
jcXeqw7G2g4zvf0igG2Hdg,Mind the Gap Marketing Solutions,Phoenix,AZ,4.5,-112.0650359,33.5284023,true,3
a1EB77mHK5AGXqoGgPixvQ,Elaine Todd Distinctive Gifts,Mesa,AZ,3.5,-111.682685322741,33.4680443543927,true,3
pqszb-x2EalfCRFvOO1SPQ,Northwest Pool and Spa,Glendale,AZ,4.5,-112.185592,33.595572,true,4
ix5rNG55EmWbzTranmt_Og,Boston's Gourmet Pizza,Gilbert,AZ,3.0,-111.791284,33.331044,false,6
wCi6nBXnXf5PAHqJZP9dqA,Fiorella's,Phoenix,AZ,3.5,-112.200326,33.710985,true,33
qwi36CWfyYxrBnyF5jA2FQ,Verizon Wireless,Mesa,AZ,3.5,-111.7535064,33.3812843,true,3
onto4zpPMd1fIfNLxzZcZA,Tempe Groves,Tempe,AZ,3.0,-111.9534086,33.3546892,false,5
RSOppDX3TPNbBtrWuIMElA,Ono Hawaiian BBQ,Mesa,AZ,3.0,-111.687473058701,33.3258398983891,true,16
u_5FYM0uuu3v9q1laPDnow,Wind Cave Trail,Mesa,AZ,4.0,-111.6124152,33.4702285,true,5
6y74XfSybBDSOwpGmAOy8w,Artafax,Scottsdale,AZ,4.5,-111.903462,33.619645,true,5
pdxyZdnwltQXcu-kD5rpXQ,Sephora,Scottsdale,AZ,4.0,-111.9296765,33.5025941,true,28
tWZggyzTz--_agCKoW280Q,Sprinkler World,Phoenix,AZ,4.5,-111.978742,33.648478,true,4
uf6gvmoJNW-tne9xGwTP3A,Starbucks,Phoenix,AZ,2.5,-112.0134407,33.4804821,true,6
Cz0McL5lUaihqOIw0_Yo7w,Over Easy,Scottsdale,AZ,3.5,-111.881719,33.639241,true,105
fh8jKj6FcTksm6Mf4khBaw,Arizona Auto Associates,Scottsdale,AZ,5.0,-111.925966,33.456088,true,3
ElEF5b3n27IBzbA4R-1M1g,Brown Bear BBQ,Apache Junction,AZ,3.5,-111.563513,33.3791106,true,3
G9LwkTSdKOyOGqd5BbuIkA,Aunt Chilada's,Phoenix,AZ,3.5,-112.043169,33.545329,true,155
RTfAHMeImpYOcotRiPiUaQ,Urgent Care Express,Chandler,AZ,3.5,-111.891393,33.32014,true,3
udyeC0A16GWcSas7L5hwHg,Denny's,Mesa,AZ,3.5,-111.8402948,33.3939196,true,4
i1GWM0MKxF3V5jveyCks7A,El Rico's,Queen Creek,AZ,4.0,-111.685426,33.2135559,false,25
WVwnnx8Cut5Wih2KYtXKcQ,St Francis Xavier Catholic Church,Phoenix,AZ,4.5,-112.0734668,33.5057595,true,5
qrLqx4oBeR2gNDE873bUHw,Taco 4U,Mesa,AZ,3.5,-111.718769,33.391749,true,4
H6AoAhl9HUcfM-qkurvnbw,Ely's Barber Shop,Glendale,AZ,5.0,-112.160653,33.567617,true,3
5BBqhEv0jZ6KgLexlcV_3A,Airpark Auto Spa,Scottsdale,AZ,5.0,-111.907443,33.618865,true,3
tNdb_01AHU3O1_ISE2Mf1w,Las Cazuelas Mexican Food Restaurant,Phoenix,AZ,3.5,-112.1711226,33.4663506,true,5
3Srfy_VeCgwDbo4iyUFOtw,Roni's Pizzeria,Scottsdale,AZ,1.0,-111.9404813,33.6251792,false,5
cl5gr18l4R00NnQbVtgJ5Q,Chevron Stations,Phoenix,AZ,1.5,-112.0474843,33.5382505,true,3
jocqDjHCx0n4AjEJ2v6XYw,4 Sons Chevron No 401,Surprise,AZ,3.0,-112.392704,33.609457,true,4
FPwWmlOKRUYfxUwkNl7hCg,Urban Lace Boutique,Scottsdale,AZ,4.0,-111.9253528,33.675657,true,3
uxoibUaXA-lRXM37ZV8Bsg,US Post Office,Phoenix,AZ,2.5,-112.064623,33.574396,true,3
lkMCuM5rVYaz29zgJBb_fw,Bark Avenue Pet Hospital,Mesa,AZ,4.5,-111.763916,33.4514058,true,6
vY9XP-H9f6g89H0fPUdlHg,Tradition At Kierland,Scottsdale,AZ,2.0,-111.937844,33.621405,true,3
rzjBPTyYraANsGZ7OgICbw,Protech Appliance Repair,Glendale,AZ,2.5,-112.1847509,33.5349253,true,3
t-UozaJN6Qvyg1nksS6lAg,Homewood Suites,Phoenix,AZ,2.5,-112.114685,33.579659,true,3
XA-mMT47rFZNEllPBCYWQQ,Chipotle Mexican Grill,Scottsdale,AZ,3.0,-111.8739598,33.622535,true,26
zWB92QgkfyNTVIB8RMsGkQ,Spectrum Cafe,Scottsdale,AZ,5.0,-111.927209,33.533614,true,3
XI-_Y2XRw03mozGx0Z90Gw,Baja Fresh Mexican Grill,Phoenix,AZ,3.5,-112.0740069,33.4492227,true,22
yCHl3yjuhEqd1eeQjcLUaQ,Tuesday Morning Inc,Tempe,AZ,2.5,-111.907832,33.335548,true,3
f1ojRs4ePye1_bQHtUywaQ,Wink Facial and Lash Bar,Phoenix,AZ,5.0,-111.9403254,33.6710502,true,7
8TGUK7LD3M-vLWml-jLb0w,Best Hong Kong Dining,Mesa,AZ,3.5,-111.875578,33.394432,true,37
ML1RJdeZ7bbfMrHvJ7m99A,Oregano's Pizza Bistro,Phoenix,AZ,4.0,-112.060185,33.509578,true,185
u7pDoiqy3u0fv8kRHleYkA,Starbucks  ,Surprise,AZ,3.5,-112.390427,33.63891,true,8
az63c_MoXG_-Xs73Ocg0Ew,The Joint ...The Chiropractic Place,Phoenix,AZ,5.0,-112.0464076,33.5094352,true,12
23sB_DG-bQO3luNlZ-vi4g,Flora Unique Florist,Scottsdale,AZ,5.0,-111.9175074,33.4947792,true,16
EJ390XK1qtS6dbXadwdflQ,Stacy's Hallmark,Phoenix,AZ,4.5,-112.0411402,33.5092153,true,6
_9TMkGfbOyniL-5P3Sx0nw,Fritzs Footlong Bar & Grill,Mesa,AZ,4.0,-111.7936742,33.4156796,true,4
VS6eeO_IxSW0pQOWPtXSEg,Fiesta Resort Conference Center,Tempe,AZ,3.0,-111.96167,33.406538,true,43
mvqvgTyGVEfsTn335jVqaA,Phoenix College,Phoenix,AZ,3.5,-112.088656,33.484574,true,8
-ZtFs3P1zKFv4RtY7iyssA,Movin' 97.5 - KMVA FM,Phoenix,AZ,3.5,-112.063896,33.507592,true,6
8G4_ESDS6BOTVCAlNt6O8Q,Picazzo's Gourmet Pizza & Salads,Casa Grande,AZ,4.0,-111.7523371,32.8794202,false,19
Wpb8O1zSBwl5EQEaBkagIQ,Diva,Scottsdale,AZ,3.5,-111.96828,33.546,true,4
DpVZRn15Trc4oBU6MIxr3g,Chili's Grill & Bar,Tempe,AZ,3.5,-111.9396896,33.4217341,true,43
6v2PcNRjJkTOzyF9VtwdoQ,Dick's Sporting Goods,Phoenix,AZ,3.5,-112.1117298,33.7129798,true,9
jLmqqAOiI7r9VCfuZ8NYRw,Yorman's Bistro,Surprise,AZ,3.5,-112.3594585,33.6397637,false,4
1O4M8H5g3vdrzg9WcLeGsg,Queen Creek Veterinary Clinic,Queen Creek,AZ,2.0,-111.6467043,33.2485613,true,3
loj-LzdcfSlCWUXRQEN7iA,Autozone,Scottsdale,AZ,4.5,-111.8977352,33.6196375,true,8
8t1wJJ1iGsIFbNzPlwCMVA,Sombrero's Mexican Grill,Tempe,AZ,4.5,-111.950803,33.407717,true,11
lK6y8VnWGm2f3n1xlm6FKQ,Lee's ATA Martial Arts,Chandler,AZ,3.0,-111.8332,33.3181,true,3
xqO1fp2zuxeeYjPeGP2Eaw,Brad's Place,Phoenix,AZ,3.5,-111.9819,33.348162,true,11
BRuHYMDPE2KUHxR7N0056Q,Mr. Handyman of the West Valley,Avondale,AZ,5.0,-112.3250791,33.4522106,true,4
e9SH226is7aV2KDBOEnOXw,Buy Buy Baby,Scottsdale,AZ,4.0,-111.88627,33.577808,true,16
2ga3wFN6qiXPUdz_cyaT8A,Towneplace Suites by Marriott,Tempe,AZ,5.0,-111.9621826,33.3761254,true,4
LYCaveWFti6kUHpMzYKLjA,Big Heng,Phoenix,AZ,4.5,-112.096976,33.538144,true,7
t0HV1S6uhBxLB5IyZC5hMQ,La Cocina Economica,Phoenix,AZ,3.5,-112.0476957,33.4652484,true,5
YCCDMLcb7UW8G-o_HsWiiA,Modern Steak,Scottsdale,AZ,4.0,-111.9296765,33.5025941,true,216
Epv7izDWH2RslObhQCYvhQ,Sally Beauty Supply,Phoenix,AZ,3.5,-111.979837,33.638405,true,4
P2zgRMywotyalwFGFwAJZw,Hyatt Place - North Phoenix,Phoenix,AZ,4.0,-112.116136,33.585056,true,26
RW0cELoDiJ-DkQntO3w4LQ,International House of Pancakes,Mesa,AZ,3.5,-111.6880585,33.3776282,true,6
eRhl0bBMEeCRaOJ8gbSw9Q,Boomer's Sweet Home Chicago,Phoenix,AZ,4.0,-112.254559,33.4780159,false,8
lRew0HDz5BO-4fwWsMJyMg,Chipotle Mexican Grill,Mesa,AZ,4.5,-111.8553658,33.3904462,true,12
bBTf9KKcyoxUZkAbJZ3GJw,Dr Pease & Associates,Mesa,AZ,4.0,-111.7271456,33.415636,true,5
I_N5b-CA6j0TFMpy1xYKdQ,Black Forest Mill,Phoenix,AZ,3.5,-111.975898,33.495018,false,37
acZ2GUh3R_wcu4r3Z5tSCQ,Potbelly Sandwich Shop,Phoenix,AZ,4.0,-112.072689351505,33.4478740331941,true,5
UKrUz9X8EcCVJ78Q4Cx-4w,Heidi Boutique,Scottsdale,AZ,4.5,-111.904477,33.6700284,true,4
VndtSzluhvrKA1ROaoJ24g,Jiffy Lube,Scottsdale,AZ,2.5,-111.925796,33.478347,true,9
Yk1JsOodrxP4z4IjB6HBVg,A Stitch In Time,Tempe,AZ,3.5,-111.912932,33.3501369,true,10
spZToZLafm1Da4Rif5Nl1w,Jamba Juice,Phoenix,AZ,4.0,-112.119194,33.609811,true,8
UBHENdQcmWBG3vnjz6OdMw,Bruegger's Bagel Bakery,Gilbert,AZ,3.0,-111.841114,33.363016,true,12
2r8jGeuYvMkyP2ik_X-Bxw,The Cheesecake Factory,Phoenix,AZ,3.5,-112.029651966191,33.5100084467657,true,92
AhB6sqGJY-S4hqyk4Ta8vw,Mesquite Groves Aquatic Center,Chandler,AZ,5.0,-111.763690710068,33.2195987282868,true,8
dKtbrGgg5fbl8MibhilP2A,La Grande Orange,Phoenix,AZ,4.5,-111.999521255493,33.4340647310654,true,22
6eax0w8j0tudDOkvWgmQ7A,Lincoln Family Downtown YMCA,Phoenix,AZ,4.0,-112.075513,33.452926,true,31
