guid,avgStars,reviewCount
xXxoYIsbfXFK8BKndCcnZg,3.6,12
AFbk4sEEq422YSYinaovsA,3.0,3
WcnFWEVx9HO4eplGqvvr1w,4.09,162
zCXRZwr9UdBRfRrf8Pukyw,4.0,3
irc0y-KlZxflkW_JoOhGWQ,3.64,139
D_trtIhKnsSa62csZ6RDxg,4.09,35
8ZE93bwK80eW3MN9-MOeyA,1.0,1
F-iOCZDAJc9QvIqmyn3v7w,4.33,4
BqQRV1QkeLSVj8pGSzKdoA,5.0,4
2K5Z79LIKu2F0M3IfsUmtg,4.4,5
KaWduvyLhPyICEm8dJzLRA,3.17,13
4RvRZUNdaLxei6ikYKnjrA,3.0,6
63UaVdLeICrUy-mI97LpUA,3.79,91
UJ15wl3TKja7TpyMNBOlRw,4.4,15
ocitaNXuVnhS3DnDHfUtcw,3.5,2
EmdTYH8B1OZ0a1hCFQQ34A,4.5,6
kS-zOetVeNWpm7f0Cie4-g,3.76,17
NNOL242ksO3BsAVAfMlV7g,3.66,76
2TqWkgubOWO98IKJiwgxQQ,3.67,3
jNa3AWrLsOn8EqjkHxEVbg,3.0,2
eUAct8fkZ8OlhOn0QYDNqQ,3.21,24
RUUVLiB4A0DPSBoTIIAaBA,4.5,2
4fmfeZ61GDF_OgKdCDLAhQ,4.0,4
uI_V43flxYsPl8lajtsdSA,4.0,1
EbK5D6EeyFnGEmsy7DNILA,4.36,14
j-kShDJgp5acGhqJAkJHnA,3.81,63
IQyX8dOoglnn5FipjBLUAg,5.0,1
XL5CjNp3EGeFwsB4DSaypg,3.0,2
VG3G98yvESO086EABK7nJg,3.4,10
LyjYIQ2hdOxdG3sukA3B6A,3.5,2
fMZHrGbtNy10nkT281kaeA,1.0,2
GYxSNn0BIb1PeDXfybVY3w,4.4,5
vhH1X8o0ngjRYpne6UmFEw,5.0,1
pZT6rvA3KTDtpaTKOg3yqw,1.0,2
o0PtCbKjXYaGZ6xQcw6m_g,1.0,2
vnpS8VAAkyVdhzCj-CPYOQ,2.25,4
Tfd29pFVDdoZkOMMpMQADQ,4.0,1
tuCvbi36FLn5UDsrlPABeQ,3.75,88
Bg_BKLECAnXtOV0i3oSWvA,5.0,5
fE5ojHhyXuRxKUJIewD6YA,4.1,31
WYTlF1yd0OXS4ZvOoVUg6Q,4.0,2
XzGhCIscIQ_-P9XvYR1PhA,5.0,1
jlbPUcCRiXlMtarzi9sW5w,3.84,63
m7r4J-brz5TChblwV4EXEg,3.0,2
AZ8NDHmLWdZGzvMtZXzjkA,3.61,154
J46JyRtoOa2iITZbG8VhkQ,4.09,11
57MY48xg228DCTJI7t8Sag,3.83,12
Aij7b89w0aIHXuVH5Yd4QA,4.75,4
tGBlcieUE9LpklZGylh__Q,3.33,3
7C3dphwpfj7blcegtT4umg,2.33,3
IxGgi4tQpmKfasB8EM6_sQ,1.0,4
uLCLp28b2gz0x6PjE4b7cA,3.63,94
TalxU4CEduLDkxnAUhy4RQ,2.33,3
QOr2VtUFGZXJTxhvH5VhXg,2.5,2
2M9xks6eSGK4kvFoXwkzSw,5.0,4
Ba-tIR3a8hhwIk-y_hVzFg,4.23,13
Dy5RO6Y5jCUgr8ny0m4GBg,3.91,34
b5wX8r-rqyqoa0h_2D-FmA,3.02,267
1prjit4TbpBBN9y2qlS_8g,4.52,21
SH7jHJXak-R7-6zj5KKvrg,4.36,13
mv9Blulio6vZJalVjFe5Fw,2.67,3
akvWl9VA-M28x9-J3vrw3Q,5.0,1
Er4EezkDDc2c6wpz5r-OmQ,3.67,3
hbERnrsgpSrhxckeqvLhyA,5.0,1
lITyv4Vxz21R9HU3dAz0Xw,3.88,94
g9A9krUcmPuO3Uv8WnGP4A,3.43,7
uXKr25gofWxW4j2HK0CpOQ,4.7,10
QOiqdieu-luXMWPSSiLtKQ,3.8,11
gl8Y8d6JUDNbUcUZ78Earg,1.0,2
ZM7NnMlqkqt6ukwoBLzA-g,4.5,2
7Rfg_PLtU-Kny47JFj3jYQ,4.03,235
3DAIvmYvU0uhLyGWEgu0eA,1.0,1
YUrCL7lrdC_koQI4P6_W5w,5.0,1
gmekGIZDD-55QrBQrNFT9w,3.0,2
toyBUPR5bgaAScbTgOKB-w,4.0,1
_JlgkmdTTa57zERzsYR13w,4.14,9
AYGHNy8gPxl2Q-etTT3hZw,3.96,120
2A3aWrqtZwNcArxwpfUSnQ,4.5,4
3o-1d_y28ZKXtp3RM02VVw,5.0,1
OqLxZhmd1mB8l_ZlvhlV_g,4.0,4
uRgzENYa6NhmTZ4wfJq77w,3.58,523
4HVJGaN2l3i-yk1cdoq4QQ,3.61,108
Hu6ZqC2YP5nZSMni-ITYFQ,1.0,1
R9IDGn40u9IxiaNf2CD07A,3.85,13
dR1gUcA11nai8th5LgWukQ,1.5,2
wJ2OkUEwoiLcaGmz68-uFg,3.94,126
aLTl_OkLo0BFRxdz1n6sYA,4.35,61
1Tf7MCgJ8KDO6kqtNtBdLw,3.77,387
0YNhZ52_oNBrzf6YABTXhA,3.94,50
IMs0SNnRY625SKY2AZDMLQ,4.45,32
C0WhCeFcuuBgKEHrQlyP1A,3.5,15
q9kmjMDIgl_jRXysnMjY8g,3.8,5
soyjhdtpCt2l2cA9ojSRJQ,4.0,4
aVHwMeRiIcdg_0zR6_o44w,3.45,85
iXoAecVNMtQ3Ipbe0RDACg,4.5,2
tXFDMyOBQHK-YDSsDFLK2g,5.0,1
dQDHLSMNtRtgdtHdAtO4PQ,5.0,1
OwcvQW8hbLjcU8eW-1xCIw,4.03,483
uOOnLYOZV_V6osDsdKckfg,3.11,61
kyNAF9lxgQC8ft6V3GhgnA,5.0,3
cVrh_fc0YYoGJF_Z4KYIJg,3.36,15
Cz14fLzWMXg-7-oRpBGFag,3.79,33
FYc_GUorfz7MSpmKN88qkQ,1.0,1
gcU80g4_tsykdaq96zF9DQ,3.71,7
BB4v7Q5Qq4mah841ErUZ5A,5.0,1
XXdaMJsqRkbDqHrehJdnsg,4.67,4
JYdOzsGGL2jR66r0E0LuqA,5.0,5
BwUeCQcuZcOfHmbps6Wv5g,3.4,6
cQWuuzv2NLGrScs6m-xrpg,5.0,1
HEodDtxPHBLuYzhl0ZctPw,4.11,10
ELKwr0GCV9C4m83wd1veuQ,2.0,4
ZimJam_JdUqVqGFH5Obo4A,4.4,16
G7yQgNDT1SRG1zv7d3ZvWA,4.65,34
9gK9KtgqJawfctRIoWWErw,4.67,5
gO5qs-ilS2-NfIqa1P5_uA,3.88,26
QjRRIR8Oo4-bX0KTsA0voQ,3.53,246
DPRuvIWm4Iqus2_LLb7i4Q,3.6,94
IYhL-U3y6-ur_BXdr1PI6w,4.0,4
Eb6jrVgXVJXRcdCIb6955A,3.73,74
nTM2wmMIKLSRmzwZRR4SQw,3.0,3
3z425b5gFOKdcZxOo7acJQ,4.0,2
5T9sj2cjsXQsPy4phfsFrA,3.52,93
5kJYTUtFUJT24dWNs6eW8w,3.83,72
mvELejvkHJMZ_P57VveMlg,5.0,1
2bYhLOxhcVMATMxaP6Z2pA,4.14,7
gX3-jmzpdxQdGPSVSx6B-g,4.4,6
uaktlB_kBmMynAfLosPMtg,1.0,1
UywC_rV4hvMyhRM4Mfstmg,2.0,1
i3dBoQsJCrKWDEDxIw7qyg,4.0,22
MqJdd9ph1CyS1OB44lp8vg,3.93,76
vrqagpWzIGCa4z7Au2e_zQ,4.14,85
FVCzJiNoszrUSLCuG9KnOg,3.29,22
V1_3yModtZm-WmHs1zbc7g,3.0,3
WZG8PDgPKclNkYasbhbobw,4.25,4
SBlo_CuYeVuVuPAUdruXvQ,3.6,49
SNHOb-MeVoWGivUM_NWGxQ,4.67,3
ZYHvun7qJAJX2IYfl9xY4A,4.17,6
J9u2d1P-nr937LGlZ3wmHQ,4.09,11
EPfIBtxV4ncPMN5VCEMcGA,3.75,4
hoMKg_OW9vAm2-M93PjQaQ,3.74,108
P06zD_IZY7EI97YZ7lFX0w,3.33,3
sanDavRXfrbyDhOlxCyqqg,3.91,182
XvTzN3E-vH0-AkPgrmLS0A,3.64,11
A1VEol7tMAHq2zIl07uE8A,3.68,25
I0aQcP2RQy-nUjH1wQbP1Q,3.83,6
2jESUoYkIk9MjT2aMgzlpw,3.29,17
V460IplS-9MF_VtG8ks7vA,4.5,3
ZCxueIjc9QfrM6Yo808UnQ,3.33,4
PfNPElcn2mFyqM9LNJ2k5w,5.0,1
7AVFufvVoKsifDnRQ8Qlcw,4.0,2
yfosF4_bvghJAp1e84jLbw,5.0,4
GudUwh6EapiOn4umgKdJiQ,3.67,30
uTyIIbOvXH_XZw7OEiTiNg,3.74,66
9VedeYzgqzq7MXXOWhbQcg,3.64,496
68WiOF02xISzb9Q6VLQRkA,4.49,43
oDDl-AIh418erByfQwoGVg,5.0,1
f1EokGAtmy2OChSs1XbETA,3.6,10
awF1dcPd0IY94GFt5GOEgg,5.0,1
wao4A9QFsxacwg3M0prbNw,3.33,3
pNv6lyBfJITFITz-iIKPzw,4.67,3
o7I37oBCV_lOyQl7wj6DUQ,4.33,10
TIUxo8Gnoxc1DhBD8saIaw,4.75,4
H839ygYDNFMsomNswqOK2Q,4.5,2
hBmYSJySvqW4XdF8AJ0ZEQ,2.0,1
Uk5DAoM8NJVEfeSVYPpIRg,3.0,7
BLUDPZW_d2fAF0Pia28ZlA,3.72,265
I-InMzvRBPLauPu6r_QMhw,4.0,2
hsdWN0vcnR-rPyRTztw7Sw,4.33,3
hvIJcSMnz3h6LRk2sVAVXQ,4.1,31
PRrXY3z0wD1XQv--FkSILQ,3.6,15
MZfzynK-tKu5Lg0GbrAgpA,3.88,24
Kfq5v2funG56HKTvivvVPA,4.0,6
eCheDKUz7-8wJ_8etjUpCg,5.0,6
tdoUGB4EyAIbvvbWq68Qog,5.0,5
zS8eZ-28lCFSC8tvSzgdWw,3.66,87
a77lblXClC1eyUmlNpmjhw,2.0,2
UaJBEnuTq3O2aRAe0t8H1A,5.0,2
opAyLcfUqQHbzQvdhD8hjA,1.2,5
qK2tQnXZge0BthJ9Z-d0Gw,1.0,1
X8-fj4HEWzLg3KwofSUugA,2.33,3
eGWtSkoIFH8ZiVFAZQb9OA,5.0,2
fJTq39fyj0EPMydqKwz-Rw,3.82,11
N3L6SDymSRkYQtTiSDmXSg,3.08,131
PWa-veT8AddizwqSlXI5nQ,3.35,165
i-irTdF9JerNf0hG64EpEg,4.32,114
KWLpwr7BCgiJ17xeKQvXvQ,3.28,36
kgEg9FvlNT3t37xpHkg-TQ,5.0,4
IgvEoFE-UJlCqAN4Iu0u4g,3.64,14
sLyhHkEa8hD8WUJwNzmxoQ,4.0,1
vysUC3IBBeeqOjCGFU0KSg,4.83,7
2LE_1IcSFlOUUM_lDKwE4A,3.82,423
2GGr7pozUcY99CGFCx9xKg,4.75,4
xyhzxOA3S0_i_e0OUZFv2A,5.0,1
xNOOF142vmZEvASQ1g2QSQ,3.5,12
Y1Jh0Cq2aqyUAJylJamKmQ,5.0,1
JocWx18d-z4d0MmohBFpyA,3.77,274
raMPJ-B_sYOi8dcmPYBVpA,4.1,21
6_W_Ym-DuBhO3DV9-nsJeg,5.0,4
or3jzZMx35DGHsq6yoQMtQ,3.53,51
k4z6CxGPriSVSTBr9UP7kg,5.0,2
zh8k1kkHNwOxa5Ekz3tgPw,5.0,3
0EM8JSXYMPWeDz5PrN3omg,4.07,94
Ypz7hxOCnrg8Y8vxHJU-sQ,3.95,103
zkiO4yUrt0tcqlslG3BSqg,3.5,6
OcR-H4PiO31PE5Pb5mqQKQ,3.54,13
pGLOZEOcFl05TE2gvBkLbg,3.11,19
fMNBJ4G1fx1MfHzM7E5TeA,3.1,63
4IciSkmUo8xgW5Ithk12vg,3.71,8
F8xnh8bSvUCP6l5uJMt5bg,5.0,2
bc1BST38H04S7wvL1SRniw,3.65,104
4f5ZA5Ku62stPQTGSCYpbA,4.33,18
zH61QzKfKOOdeNCXlGXwXA,3.88,58
UCK5OZ_YVyQtTfwO1oQVHw,4.0,2
IgMhM28GtVdkg7qwM-auLQ,3.5,1009
AfdK49HoMd7ftTYonJsxCg,4.14,24
l05Qv5HamwDiuf2xqlkpmQ,3.67,3
4TZARz8AjNWfukK2UfZitA,4.86,7
hg6aYzPZJMj-K_fTZ-ccXQ,2.8,6
s1UMwKi2BSJtR2bNFqVJwQ,3.5,2
QZAjKtwq1T12v7AyRAr9qA,3.92,50
umKyfH9bLCGdvpF7U7voXg,5.0,4
YHtqwFMB03tz_qalDw0wXA,3.21,391
Snr-iImWYYD_a_7Iar3E0w,3.52,21
HXYLERyRPDzKoBmblKau4Q,2.0,7
9gRrLEtk_HVlyaw9PNSP1A,5.0,4
n71qBKDNwJnw2Mt65mcT1w,2.86,9
2Uh-8nt_opzgjUgggWZraA,4.17,41
t8Aw5Mldi92E6ooxoNAgog,5.0,1
YKFwI7MQMekfbXKjAntI6A,4.31,13
jut9uEfWkSMPDFhsAwxuEg,4.44,9
ZtFf2ervN53wKa-NoccTpA,3.53,461
InIHk_5nf2V6iDCAPrSrCw,3.38,21
wNRk30HOJvdD_vU0z0RFUQ,5.0,1
NQ2mU-fUdhYOXYq81GRNWg,4.0,3
Mv-9P9Uxnzprsjt-oNOu0A,3.83,12
N3uNq-49NaPSZul39IAc4Q,4.67,5
bqX_GSuGND8YOVkMk8-Okg,3.42,12
5B91MNhnGC0GRR_5_sawOQ,4.33,3
cQKexcVbLaUv7_seHT4PlA,3.9,30
65eWghLFu7RluQRNe0DXAw,4.0,1
0BqDTIfXyiDJgvfholdctQ,3.5,7
dDiGgwOQ6tv14r20O8_o5w,5.0,1
7-ZJ03kLYkmghoMd6fywrw,4.5,5
vpkPeIYXy-YdJlceU9ICNw,3.5,2
KXQM40pbymRnsHbnf6l4jw,4.0,2
LupASMEE14gLE1yUlAWcKQ,3.92,14
iJ82DOp1IdwZOGbjdbAYsA,4.0,2
E-xZ-Sr8F5JCqW44e6DzNw,2.5,2
KDFfCTLRKOLpCSVMmG3NTQ,3.0,1
pmzpT9mn5ZOfqo1234EsWQ,3.26,42
u2UxMwVsDoewWrkBi8j89g,1.0,1
mlFupG8LJFaL4rvSTvCyyw,4.07,42
xJZOKX2QhA-4YdIpX1z6Og,3.86,112
MMhm7-5i5jZ554z-cUkAdQ,4.0,2
dnC5aN3xEDzw7SXHIVV8kQ,3.76,201
7lRSrmmr6J7i265NyoeqfQ,3.6,48
zxnoE5IjuWoI9mF1gwyg5w,3.42,27
NQOhnoCzGNuOLzYHzckgnQ,2.0,1
C-ghB2QUu_qumBp1dX5UoQ,1.0,1
TeLyFOWcfu2nFtA6ys4daQ,3.61,38
oQGhJqNK_Dv3ZVUHovr6dA,3.29,35
joc_t1PSpXyRMNY0G0bOHg,2.0,1
frdKT4l7VG3rGjWwulxEjw,3.5,16
L-5Z8lp6L5VO3NoRPvSXPg,3.83,83
aiENJP_Rd1_hz-JDFJW2jg,4.25,8
Avy1shTStyZ15Rd9-SNKyQ,5.0,1
H-KL-IkMXWTxbZIOYlSWAQ,4.5,6
SsnOdvffa6WLAB-THBZjVg,4.17,7
erbP5yIs1tzCm8D4t-HGbQ,4.0,10
7XuGZqjP8MGIjpzNEOm4eg,4.0,3
DoPUH6sYEiV5XM2Kb_WTog,3.33,15
65gHHzdRTx0PPSD3sYVw5Q,4.71,7
a3JwAiTrNROfxLHuDRUTdg,3.92,72
fbIRBP0vfMo9fOFeLRnWMg,3.52,29
UjATGrlyhOg1H1OUDVCL6w,4.0,4
BjPL0NoCz1Z8b28za57J2g,2.3,10
VYrcEmzV6JtkpnKDinaqEQ,3.09,55
tss-90ne0mD1t2H4R5SL2g,4.07,153
aZU-_rRH-Qmc6kp1KhmZ6w,2.0,3
t_UypW8fx5e8_GB6Hu3Shw,4.75,8
g8p-MBvlIed-pu-T7Giong,1.0,1
lBjfF4szn_D1AceqPnDSFQ,4.45,11
1Iba00q4fE7RdX-LRsBpww,5.0,2
PhZWOkh_QeA0Xy12KDgnIQ,1.0,1
lesPm96KavoFJORoUOuWbQ,4.29,19
gw1qRVRbcmHz7IwHPNO8tg,4.8,5
81rwLv5QpDvRQOoeq7I0VA,3.79,24
254KfTJ5pSoVAqtr2GkA5Q,3.0,13
CaU3GiAgTRhZwUZABIaFNQ,3.68,31
we9YpLKy8Zn0AFMW3mnVTQ,4.0,1
hCL-EypFrpBZaeSg86BVRA,5.0,1
NiP7xx83aAAae-R7nlhNWw,3.5,6
JRxbsZ8gxeShsOwFLE61fw,4.1,62
kN-fN-g-y8y-sX-x4o7j5w,2.0,1
nM-C7BJr8_ZhAP6wQIDukA,2.0,2
k_yI0MspZG7ZB4Nr6CMCUw,4.01,104
9PmD9FdQ0bWflFMTr9DAMQ,3.33,9
LgsYCQbcHtWXQm86UoXOYw,4.0,10
5Lj1Ox3Hf6yfKVSuJUlTbg,1.0,1
rS6VIu1bhDyI7OfaNwnQdg,3.62,8
p4SNP70HYUpK_wXhRpIcFQ,4.27,128
GwKeiwzQDz5vDVfSwuOAQw,4.0,1
nIvrS2a2ztz7q9zjctsBjQ,3.86,81
HZt4etUhumjchiwvyfUbeQ,5.0,2
sBTRua9cSwMPChiz72WWxA,4.4,6
Twmk3QSb-GxZurA8N7ZIbg,1.0,2
abELvFpcTTfgYxwKxKACpg,3.38,16
SJM80oHXDrYI9gmAMwF0rg,3.67,3
rKMJaCa-hUjeZDXEa6rKMg,3.84,223
CGRUlp7Ov5kqYxZz8KvWZQ,4.67,3
8TafsjeZVaknSN_jJ6BmUw,3.0,1
CcRqIybLVP7n51ElGP1kpA,4.04,23
d5NlRKsFfN-fqmEWxhimFw,5.0,1
dgAVQr1w0vl3HinmmFHemg,2.68,46
XxH3yBYfm6ppfjA21wetrA,5.0,7
Ixl3na8mScZbE4rVrwHPrA,3.0,1
_BcyuDANZtPA81G4Ik268Q,5.0,1
H6g_4cmeWnK-4TjhedgFRQ,3.67,9
Mwt1AlYH5p5eNss-2ai5OA,3.84,19
uerxfEFUMmMhO3Ie-50jmw,4.0,2
ESoKH0Hs6Jhd3GJC7IfQLA,3.47,90
DgugowHSTDl3umP6J1qxiQ,3.2,11
zMLcLRQVs5Ms4YyE1IbKcw,4.5,2
qbhWU6Wn0zvVVct1HkT_GQ,4.25,9
YM5CLhJYKsx6oT9SdWYJwA,3.8,30
FgYwlQz8rGU5snk3vugg3w,4.0,2
vZqBzc5zqZIlIFJ91CpqFw,2.2,5
3l-dc1QfTsMjqRxXLiYk9A,5.0,2
J6N4WqDsx43b2ofCBheaOQ,3.67,15
dN42_xHBrdpgsN54CIV_HA,1.33,3
5TilnXi_2ROe8olTWaKxPQ,3.0,4
Yit_uRU3K8kWQm8DrjYwxA,3.62,16
bzLumnPQr10SzgofANJBow,3.5,8
h3TnHCqFga0VgPO390PjKA,4.36,59
pib2byZGRbdt5pFfwsxS4Q,5.0,2
eGpj2cbThLMICREDAGv5mA,4.22,9
H2cZDkDiVszLutRl5_4eRQ,3.63,889
ekVcadzsYQcUzaVmUgioZQ,5.0,1
TLj3XaclA7V4ldJ5yNP-9Q,3.39,1555
mZzCVgy4g30eLEbwUUGrNw,3.65,269
4jE1e1o6JCc1mrWhx5WiGg,5.0,4
2x71ZJCtd3AFMZcRFGy-iQ,3.5,32
FsBb6rmZMa_GUgEoXR_1zQ,5.0,2
Hp4mRCRkqAb8XKjJH3-5zg,4.09,11
ozxNG1inm29yRo1m8Qoa3Q,2.3,11
dJR3uIQyZHvVv9MygN6ukw,5.0,1
xSmNIqpsbvHBf8XpPNuOsA,4.19,16
01pjEId_A_MI4XaFyVKXFw,3.64,12
SsCXMBOd9EhslUTGGBAzsg,5.0,3
JfezQ-BqHOE7pnW2DkhxIg,5.0,2
MJ7mk6Jv1HSOerjzGc4urA,5.0,3
UnXyQqt0A5otAf10jMEz-g,3.67,3
LdHo7jKtW-EVkrSZTdQGvA,3.9,10
RatfEYiXGUFCyfImijyTOQ,4.14,7
ITV1f98JnjUfM9u7yLu4KQ,2.0,1
q3i8j5oxPQnHaDWp4qAPig,3.53,58
z9JJVZmN2Yxb_Vqmxf_BvQ,4.4,5
HvfgiWOSk7p3BaEsjkOMQw,4.04,552
nzc4n32XGt7w2j9_lSs1mg,3.77,240
bX5mIrDlyD8ZabvF_An7FA,3.44,190
VsdK3A7VzyC-tMYC3WUC2g,3.0,6
9dWh8z4fHv8YsxfABWqEmw,4.67,9
wYzOrThSYP8WwioLfsu4vQ,3.57,35
Vgos46QFtgjz4HizCGjsag,3.79,495
tXH0OXn6PibgEW-YS34-xQ,4.06,19
zoXh3JgPHR3vuQjiuOQMGw,2.0,3
KB0977lPPrO4LCiwNZvN2A,1.5,3
OOEn2D5NyxU70Yi_5J2Vng,3.8,94
-pDdkPwZK5l47O7yu5qNxA,3.21,17
8hLEHJHI7RJxqVqhASzDgA,3.33,3
LmP06JRoOwVbGlODdfraCQ,5.0,1
fcjZqz5cS_JU8e4tpmeqqA,3.56,530
g45SLHghNez1OfXnl5m7FQ,3.4,15
s0HaeogJKD8alBPWVZKllQ,4.3,10
MpwvplBmfMbaka97ve5Odg,5.0,1
7OGeHOERnD1MacKD5x0j3w,2.33,3
ScvbGsxHLpA9SZSCrzeZgg,3.31,13
zC83tixnn1NxaNwRIlHd_g,3.0,8
z1rKvHycynvKLvuHYh2WLw,3.21,124
F5NvOP5YeKetvkYo1W4t3A,3.85,490
of1F2yjBqr2hqifuWEagHQ,3.12,8
q9B5_BOza_1SCRRKd-akzA,3.57,14
8KBmUXP4gUoGPxNKnHLpjw,3.67,33
9yX1qVa2PJtd-yx9M5xuFg,3.83,116
fgZrwWlAfcNQGTuSfWITuw,3.82,531
DQ0zwWE3QGId_Tj0tk31XQ,3.9,10
bh3YK4UatFJE1tlZq3tudA,1.0,2
mUQbkb7rHgJjib6ajULYNQ,4.4,5
jgCN8cAcIHA59igjBidU7w,2.33,3
Q8clQkjfSjk50sHNhMcVKQ,4.2,10
q4KbDme9mfxDVuCeKjh15A,3.67,3
tj1HLY6fgJUTCyFFTdl-ow,2.7,23
-dFCvDP0jCgy1YrFIHQDmQ,1.0,1
8B5pqCDFglMvfW7qj5W8TQ,3.77,62
0mS2QXrmTER-vAaP4i7FqQ,1.0,2
X6Hibch7mJbQSJDpKsJXQg,5.0,1
vtESplowvwkxPa56wsxo4Q,4.39,36
iSMdNBzQAGHi0vhd6QildQ,4.36,15
9ATHS9aF-O8aOU6g-P1X9g,4.14,15
4wFlqAzzAScCaY9R1pHkWA,3.75,4
PQOk3AaaODhSykbqYsSgEg,3.89,19
6qSuo4M7twnv2ed7ydPSmA,4.0,4
1go-0oDStwIbYD-xwTZAiQ,1.0,2
og8YUfd6U1eaZO2wrrBjeg,4.57,21
bKGh51kxTD-KPWzR6a0DKA,3.57,7
cofNcGBxpZHaOtESpGyj9g,3.76,230
NUJ9WgEvhymAvkA5gc1Vvw,4.67,4
rPozktD5gxV6BIaHt5X5-g,4.2,6
vAKfQT3ng9vxmpTZpzdnTQ,5.0,2
EUov0YtK6Zqr5gidlBAXgg,4.0,4
DhLAQcBvOwJwDC1FHuUifw,4.38,14
veWVDFqvNumZSe4SJeUrsA,5.0,3
qbyrFBHtS6cBwAv46phUeg,4.19,16
upP6FTH739wJZTce4GTMbw,3.87,23
TganG8st3IE9uEmo-aGb6Q,5.0,1
JfMs-RXpDmprwVIx-ZU_4Q,3.82,17
GDgIJIUvslMXkowOhwd9GQ,4.2,5
7Yxr3ArHBk9XQGnwz99EyA,1.0,1
a9BNjvoWpFSL9yQa-eJlLw,5.0,1
AMAmIeycvI8ey-P8tBOllQ,3.0,4
YmlO_-zfKBHdYac5yV3y8A,4.62,13
ANwYIxskEU0iN1nBeCA9Kg,4.0,1
9Jyre_rjyOn9fmlUopzvQg,4.2,5
5LPg2zyHQrjzQSkbMSthiQ,4.33,4
-lKbLhN7pivGN_V-yTrTYA,1.5,4
P_HovO227tJDliKL9BT3eQ,4.14,128
25ChQa3NMHJNq_qpHU6TqQ,4.0,44
ZU7efxCC4QCflJ9zHOzs0A,4.67,3
giwXX8ODMCGoGgBD0wnelw,3.94,34
A3YQsgc0ELrPIEqE78glmA,4.17,6
45CWmsjWWqsK0tVxS3y6Vw,4.36,28
rYCncos5jX6QSccHNbFrlw,1.0,1
IDDDM8_sAdwGuYFhb59Wyg,5.0,2
wwhc2HYRUzXDBeTYvw0Q8w,3.38,13
E-DdflUo1QN5RkUUKMm0_Q,3.69,119
iLBQwl-7zxVlNU1JmQA-Lw,4.33,3
0im6WIvEj7MWfJSLCuZYaQ,3.39,111
2YmBs-xgTVTfL7WiVXWpoQ,4.01,70
i_u4McRM8AoD1s-P_xV9SA,5.0,1
a8ybHTd5NccDDYoH3nBARQ,4.0,4
JeYk23C6S1BIw1roLc6sxg,5.0,2
D6OJ_OctbeV1KibiPjYkRQ,3.4,10
1Lj9mKsFOUFlWE5dB1qf7A,4.0,1
a-Cv7OmGh_dPqawBKQAXmw,1.0,2
b7Q4uBPGrd_s9J4dn2e8eA,4.0,1
NIzF5MMddl12972ID8loRw,3.76,72
JppcohjIS_7_SXtz7v2Hug,4.0,5
jdQk5di1AP5BJSM6LrBU-Q,4.33,3
qkC4fu-oR1RFul1rjDIM0g,3.22,9
yksK_GF8NCk4JTD9r7WbRw,3.55,11
G6hw5kMloYJDsCGskps0UA,4.17,6
3Zk6AL9ECMlG2q0FoTFRyQ,3.5,4
jAVKFq7iAE_IQYdRT--hiA,3.19,16
asDONZzs6AdiY2asqk8Awg,5.0,2
ibEK-BLVXBl1cW2lq5FvRA,3.9,277
kZ8LpwQAnduFB1CgufuJ_w,4.67,6
1HyygPKSSOiaM0wkM1pP8Q,3.74,529
m3nNFZlaAXNE_i4sFseUPQ,3.75,4
0-TF6oK2_KjMbWKoQD2tHA,1.0,1
mO4ev2W3IgLJmO-WPvAEQQ,3.92,65
jzbdVlkV7JJw5ZPPLwRlug,4.35,23
jzeVnBKDHEh0Psz3JKMaIA,4.53,19
go2w20bxu8Vvj61inipE-Q,3.41,195
e02iB7pW8xBJ9ptdu6GscQ,4.07,14
a9bVA-ubXSl7oextB-yZyA,3.82,38
z3cQoqtV_52AmFDmAoiCvg,3.5,2
7Vj2drHNYDhQIfDFtnFpTw,5.0,1
7Ndvo-WlAs1qRdLafQcv4w,3.0,2
kj5O3qxSmXlPIWxiD9Evdw,4.0,11
Qt6BOpwL1eTQgCzuZzwlxw,4.56,11
QL4_uQYxGj71aZyk9blMaA,2.33,3
6nstn-MP87cOelaua5W9Dg,3.5,2
Ki71iAFTxsPPQfX430c99Q,3.42,638
XWkoXZJQNjTG991oyWfF8Q,3.5,4
dR5Evv096qKPLz7LSIOHqA,5.0,8
aX3Gy1MWCMWNo5ep9K41Xg,4.38,8
HgHbQtazjyHtbNE19XdchA,3.0,4
cTqjCINamOfIpUoLEzcczQ,3.8,623
vrfUoYRUHMhjfhyRheQb8Q,5.0,1
sYGCmAr5HWknrMoihaLJ8g,3.33,9
8x3PeBPpR9bfQMjOE2JFHg,3.87,23
IRjF-8SWunLrp7uB-2XaFg,1.0,2
kE2Dw1sKMeaDOpyZNVQKJQ,3.84,45
pFdYp4jwf7T8B3ZhLDn0LQ,3.5,437
G_drXPvlpRc0B4AuohwObw,3.07,28
nEqJcObZggihFtRsJhcSnA,3.0,2
2uIF-P-YkMt6aFMV0zVskw,4.67,6
21degEOtc-Bbpmg6_Ul_tw,3.25,5
QER_EgC9JzOCg2jE90QSuw,5.0,4
8sauJmr0ZI_MFXMgBW5qCw,4.3,33
kTDIDJfe60pd0viQWO9TKw,1.0,2
HR_Lxh2ycv0t745Ohiziew,4.05,125
kFuOC8B41QVidf50aDlpzg,3.0,2
jHp-th61dNQcKWTUTIDLfw,4.11,9
mRmPHvZivO2MiRSnhZZXhg,2.33,3
